dteday,year_month,day_name,season,casual,registered,cnt
2011-06-18,2011-06,Sat,summer,62,156,218
2011-06-18,2011-06,Sat,summer,68,176,244
2011-06-18,2011-06,Sat,summer,134,270,404
2011-06-18,2011-06,Sat,summer,162,258,420
2011-06-18,2011-06,Sat,summer,135,192,327
2011-06-18,2011-06,Sat,summer,138,196,334
2011-06-18,2011-06,Sat,summer,153,214,367
2011-06-18,2011-06,Sat,summer,193,275,468
2011-06-18,2011-06,Sat,summer,210,239,449
2011-06-18,2011-06,Sat,summer,118,263,381
2011-06-18,2011-06,Sat,summer,99,227,326
2011-06-18,2011-06,Sat,summer,61,127,188
2011-06-18,2011-06,Sat,summer,58,125,183
2011-06-18,2011-06,Sat,summer,56,105,161
2011-06-18,2011-06,Sat,summer,53,97,150
2011-06-19,2011-06,Sun,summer,18,71,89
2011-06-19,2011-06,Sun,summer,17,59,76
2011-06-19,2011-06,Sun,summer,13,59,72
2011-06-19,2011-06,Sun,summer,14,16,30
2011-06-19,2011-06,Sun,summer,7,10,17
2011-06-19,2011-06,Sun,summer,7,12,19
2011-06-19,2011-06,Sun,summer,11,22,33
2011-06-19,2011-06,Sun,summer,35,36,71
2011-06-19,2011-06,Sun,summer,25,59,84
2011-06-19,2011-06,Sun,summer,58,111,169
2011-06-19,2011-06,Sun,summer,86,158,244
2011-06-19,2011-06,Sun,summer,141,236,377
2011-06-19,2011-06,Sun,summer,141,255,396
2011-06-19,2011-06,Sun,summer,149,214,363
2011-06-19,2011-06,Sun,summer,124,193,317
2011-06-19,2011-06,Sun,summer,146,216,362
2011-06-19,2011-06,Sun,summer,121,257,378
2011-06-19,2011-06,Sun,summer,159,238,397
2011-06-19,2011-06,Sun,summer,78,218,296
2011-06-19,2011-06,Sun,summer,94,217,311
2011-06-19,2011-06,Sun,summer,86,146,232
2011-06-19,2011-06,Sun,summer,57,110,167
2011-06-19,2011-06,Sun,summer,38,114,152
2011-06-19,2011-06,Sun,summer,14,78,92
2011-06-20,2011-06,Mon,summer,7,19,26
2011-06-20,2011-06,Mon,summer,9,3,12
2011-06-20,2011-06,Mon,summer,2,0,2
2011-06-20,2011-06,Mon,summer,1,0,1
2011-06-20,2011-06,Mon,summer,1,2,3
2011-06-20,2011-06,Mon,summer,0,3,3
2011-06-20,2011-06,Mon,summer,1,25,26
2011-06-20,2011-06,Mon,summer,0,46,46
2011-06-20,2011-06,Mon,summer,12,209,221
2011-06-20,2011-06,Mon,summer,19,200,219
2011-06-20,2011-06,Mon,summer,33,58,91
2011-06-20,2011-06,Mon,summer,27,67,94
2011-06-20,2011-06,Mon,summer,33,129,162
2011-06-20,2011-06,Mon,summer,50,129,179
2011-06-20,2011-06,Mon,summer,45,130,175
2011-06-20,2011-06,Mon,summer,66,139,205
2011-06-20,2011-06,Mon,summer,61,238,299
2011-06-20,2011-06,Mon,summer,81,484,565
2011-06-20,2011-06,Mon,summer,64,474,538
2011-06-20,2011-06,Mon,summer,62,369,431
2011-06-20,2011-06,Mon,summer,52,264,316
2011-06-20,2011-06,Mon,summer,39,167,206
2011-06-20,2011-06,Mon,summer,24,106,130
2011-06-20,2011-06,Mon,summer,10,50,60
2011-06-21,2011-06,Tue,fall,10,23,33
2011-06-21,2011-06,Tue,fall,2,12,14
2011-06-21,2011-06,Tue,fall,1,5,6
2011-06-21,2011-06,Tue,fall,0,2,2
2011-06-21,2011-06,Tue,fall,2,7,9
2011-06-21,2011-06,Tue,fall,3,22,25
2011-06-21,2011-06,Tue,fall,8,107,115
2011-06-21,2011-06,Tue,fall,21,288,309
2011-06-21,2011-06,Tue,fall,33,368,401
2011-06-21,2011-06,Tue,fall,32,243,275
2011-06-21,2011-06,Tue,fall,41,120,161
2011-06-21,2011-06,Tue,fall,52,119,171
2011-06-21,2011-06,Tue,fall,40,149,189
2011-06-21,2011-06,Tue,fall,49,158,207
2011-06-21,2011-06,Tue,fall,44,108,152
2011-06-21,2011-06,Tue,fall,42,128,170
2011-06-21,2011-06,Tue,fall,62,273,335
2011-06-21,2011-06,Tue,fall,65,507,572
2011-06-21,2011-06,Tue,fall,67,469,536
2011-06-21,2011-06,Tue,fall,67,358,425
2011-06-21,2011-06,Tue,fall,72,254,326
2011-06-21,2011-06,Tue,fall,38,191,229
2011-06-21,2011-06,Tue,fall,12,97,109
2011-06-21,2011-06,Tue,fall,11,53,64
2011-06-22,2011-06,Wed,fall,15,18,33
2011-06-22,2011-06,Wed,fall,2,19,21
2011-06-22,2011-06,Wed,fall,2,5,7
2011-06-22,2011-06,Wed,fall,0,7,7
2011-06-22,2011-06,Wed,fall,3,8,11
2011-06-22,2011-06,Wed,fall,2,21,23
2011-06-22,2011-06,Wed,fall,12,110,122
2011-06-22,2011-06,Wed,fall,23,288,311
2011-06-22,2011-06,Wed,fall,27,396,423
2011-06-22,2011-06,Wed,fall,14,205,219
2011-06-22,2011-06,Wed,fall,31,104,135
2011-06-22,2011-06,Wed,fall,37,108,145
2011-06-22,2011-06,Wed,fall,44,144,188
2011-06-22,2011-06,Wed,fall,34,113,147
2011-06-22,2011-06,Wed,fall,32,113,145
2011-06-22,2011-06,Wed,fall,32,114,146
2011-06-22,2011-06,Wed,fall,34,224,258
2011-06-22,2011-06,Wed,fall,67,462,529
2011-06-22,2011-06,Wed,fall,66,447,513
2011-06-22,2011-06,Wed,fall,62,280,342
2011-06-22,2011-06,Wed,fall,52,230,282
2011-06-22,2011-06,Wed,fall,31,216,247
2011-06-22,2011-06,Wed,fall,25,123,148
2011-06-22,2011-06,Wed,fall,14,91,105
2011-06-23,2011-06,Thu,fall,5,44,49
2011-06-23,2011-06,Thu,fall,5,26,31
2011-06-23,2011-06,Thu,fall,0,4,4
2011-06-23,2011-06,Thu,fall,1,4,5
2011-06-23,2011-06,Thu,fall,0,7,7
2011-06-23,2011-06,Thu,fall,2,22,24
2011-06-23,2011-06,Thu,fall,8,92,100
2011-06-23,2011-06,Thu,fall,26,301,327
2011-06-23,2011-06,Thu,fall,20,412,432
2011-06-23,2011-06,Thu,fall,33,194,227
2011-06-23,2011-06,Thu,fall,39,88,127
2011-06-23,2011-06,Thu,fall,28,108,136
2011-06-23,2011-06,Thu,fall,30,130,160
2011-06-23,2011-06,Thu,fall,37,149,186
2011-06-23,2011-06,Thu,fall,46,103,149
2011-06-23,2011-06,Thu,fall,62,127,189
2011-06-23,2011-06,Thu,fall,58,217,275
2011-06-23,2011-06,Thu,fall,74,495,569
2011-06-23,2011-06,Thu,fall,57,483,540
2011-06-23,2011-06,Thu,fall,56,344,400
2011-06-23,2011-06,Thu,fall,75,277,352
2011-06-23,2011-06,Thu,fall,46,188,234
2011-06-23,2011-06,Thu,fall,23,139,162
2011-06-23,2011-06,Thu,fall,15,90,105
2011-06-24,2011-06,Fri,fall,10,53,63
2011-06-24,2011-06,Fri,fall,8,20,28
2011-06-24,2011-06,Fri,fall,4,10,14
2011-06-24,2011-06,Fri,fall,1,4,5
2011-06-24,2011-06,Fri,fall,1,8,9
2011-06-24,2011-06,Fri,fall,2,18,20
2011-06-24,2011-06,Fri,fall,4,87,91
2011-06-24,2011-06,Fri,fall,21,247,268
2011-06-24,2011-06,Fri,fall,27,439,466
2011-06-24,2011-06,Fri,fall,28,203,231
2011-06-24,2011-06,Fri,fall,43,102,145
2011-06-24,2011-06,Fri,fall,56,147,203
2011-06-24,2011-06,Fri,fall,51,150,201
2011-06-24,2011-06,Fri,fall,43,178,221
2011-06-24,2011-06,Fri,fall,67,162,229
2011-06-24,2011-06,Fri,fall,69,147,216
2011-06-24,2011-06,Fri,fall,80,247,327
2011-06-24,2011-06,Fri,fall,85,472,557
2011-06-24,2011-06,Fri,fall,87,365,452
2011-06-24,2011-06,Fri,fall,92,293,385
2011-06-24,2011-06,Fri,fall,66,222,288
2011-06-24,2011-06,Fri,fall,50,183,233
2011-06-24,2011-06,Fri,fall,41,126,167
2011-06-24,2011-06,Fri,fall,33,139,172
2011-06-25,2011-06,Sat,fall,19,97,116
2011-06-25,2011-06,Sat,fall,20,75,95
2011-06-25,2011-06,Sat,fall,8,51,59
2011-06-25,2011-06,Sat,fall,18,21,39
2011-06-25,2011-06,Sat,fall,7,4,11
2011-06-25,2011-06,Sat,fall,6,8,14
2011-06-25,2011-06,Sat,fall,12,17,29
2011-06-25,2011-06,Sat,fall,7,35,42
2011-06-25,2011-06,Sat,fall,27,85,112
2011-06-25,2011-06,Sat,fall,47,139,186
2011-06-25,2011-06,Sat,fall,99,203,302
2011-06-25,2011-06,Sat,fall,122,209,331
2011-06-25,2011-06,Sat,fall,140,252,392
2011-06-25,2011-06,Sat,fall,140,231,371
2011-06-25,2011-06,Sat,fall,151,232,383
2011-06-25,2011-06,Sat,fall,157,235,392
2011-06-25,2011-06,Sat,fall,175,235,410
2011-06-25,2011-06,Sat,fall,152,247,399
2011-06-25,2011-06,Sat,fall,108,199,307
2011-06-25,2011-06,Sat,fall,121,254,375
2011-06-25,2011-06,Sat,fall,74,195,269
2011-06-25,2011-06,Sat,fall,62,140,202
2011-06-25,2011-06,Sat,fall,61,126,187
2011-06-25,2011-06,Sat,fall,49,130,179
2011-06-26,2011-06,Sun,fall,30,85,115
2011-06-26,2011-06,Sun,fall,17,73,90
2011-06-26,2011-06,Sun,fall,17,70,87
2011-06-26,2011-06,Sun,fall,12,22,34
2011-06-26,2011-06,Sun,fall,3,8,11
2011-06-26,2011-06,Sun,fall,3,9,12
2011-06-26,2011-06,Sun,fall,7,13,20
2011-06-26,2011-06,Sun,fall,24,27,51
2011-06-26,2011-06,Sun,fall,29,78,107
2011-06-26,2011-06,Sun,fall,75,131,206
2011-06-26,2011-06,Sun,fall,136,196,332
2011-06-26,2011-06,Sun,fall,127,219,346
2011-06-26,2011-06,Sun,fall,175,268,443
2011-06-26,2011-06,Sun,fall,197,245,442
2011-06-26,2011-06,Sun,fall,197,246,443
2011-06-26,2011-06,Sun,fall,174,229,403
2011-06-26,2011-06,Sun,fall,177,278,455
2011-06-26,2011-06,Sun,fall,178,243,421
2011-06-26,2011-06,Sun,fall,117,265,382
2011-06-26,2011-06,Sun,fall,89,228,317
2011-06-26,2011-06,Sun,fall,55,158,213
2011-06-26,2011-06,Sun,fall,48,135,183
2011-06-26,2011-06,Sun,fall,19,95,114
2011-06-26,2011-06,Sun,fall,14,64,78
2011-06-27,2011-06,Mon,fall,7,25,32
2011-06-27,2011-06,Mon,fall,4,11,15
2011-06-27,2011-06,Mon,fall,3,3,6
2011-06-27,2011-06,Mon,fall,0,2,2
2011-06-27,2011-06,Mon,fall,1,8,9
2011-06-27,2011-06,Mon,fall,1,21,22
2011-06-27,2011-06,Mon,fall,4,90,94
2011-06-27,2011-06,Mon,fall,14,247,261
2011-06-27,2011-06,Mon,fall,29,418,447
2011-06-27,2011-06,Mon,fall,37,150,187
2011-06-27,2011-06,Mon,fall,55,95,150
2011-06-27,2011-06,Mon,fall,55,95,150
2011-06-27,2011-06,Mon,fall,40,130,170
2011-06-27,2011-06,Mon,fall,37,127,164
2011-06-27,2011-06,Mon,fall,58,100,158
2011-06-27,2011-06,Mon,fall,76,126,202
2011-06-27,2011-06,Mon,fall,53,222,275
2011-06-27,2011-06,Mon,fall,90,514,604
2011-06-27,2011-06,Mon,fall,79,512,591
2011-06-27,2011-06,Mon,fall,56,340,396
2011-06-27,2011-06,Mon,fall,54,251,305
2011-06-27,2011-06,Mon,fall,52,190,242
2011-06-27,2011-06,Mon,fall,33,112,145
2011-06-27,2011-06,Mon,fall,16,65,81
2011-06-28,2011-06,Tue,fall,5,25,30
2011-06-28,2011-06,Tue,fall,5,8,13
2011-06-28,2011-06,Tue,fall,2,9,11
2011-06-28,2011-06,Tue,fall,0,2,2
2011-06-28,2011-06,Tue,fall,1,7,8
2011-06-28,2011-06,Tue,fall,1,20,21
2011-06-28,2011-06,Tue,fall,7,117,124
2011-06-28,2011-06,Tue,fall,27,320,347
2011-06-28,2011-06,Tue,fall,39,417,456
2011-06-28,2011-06,Tue,fall,38,208,246
2011-06-28,2011-06,Tue,fall,45,112,157
2011-06-28,2011-06,Tue,fall,49,118,167
2011-06-28,2011-06,Tue,fall,41,161,202
2011-06-28,2011-06,Tue,fall,33,156,189
2011-06-28,2011-06,Tue,fall,43,117,160
2011-06-28,2011-06,Tue,fall,39,127,166
2011-06-28,2011-06,Tue,fall,41,220,261
2011-06-28,2011-06,Tue,fall,70,509,579
2011-06-28,2011-06,Tue,fall,68,436,504
2011-06-28,2011-06,Tue,fall,44,255,299
2011-06-28,2011-06,Tue,fall,50,246,296
2011-06-28,2011-06,Tue,fall,31,164,195
2011-06-28,2011-06,Tue,fall,30,104,134
2011-06-28,2011-06,Tue,fall,23,58,81
2011-06-29,2011-06,Wed,fall,11,25,36
2011-06-29,2011-06,Wed,fall,10,18,28
2011-06-29,2011-06,Wed,fall,7,9,16
2011-06-29,2011-06,Wed,fall,2,3,5
2011-06-29,2011-06,Wed,fall,0,5,5
2011-06-29,2011-06,Wed,fall,3,19,22
2011-06-29,2011-06,Wed,fall,12,104,116
2011-06-29,2011-06,Wed,fall,18,318,336
2011-06-29,2011-06,Wed,fall,41,499,540
2011-06-29,2011-06,Wed,fall,32,189,221
2011-06-29,2011-06,Wed,fall,31,95,126
2011-06-29,2011-06,Wed,fall,53,117,170
2011-06-29,2011-06,Wed,fall,55,188,243
2011-06-29,2011-06,Wed,fall,45,186,231
2011-06-29,2011-06,Wed,fall,50,138,188
2011-06-29,2011-06,Wed,fall,43,146,189
2011-06-29,2011-06,Wed,fall,60,268,328
2011-06-29,2011-06,Wed,fall,78,492,570
2011-06-29,2011-06,Wed,fall,78,510,588
2011-06-29,2011-06,Wed,fall,60,341,401
2011-06-29,2011-06,Wed,fall,69,264,333
2011-06-29,2011-06,Wed,fall,26,195,221
2011-06-29,2011-06,Wed,fall,32,151,183
2011-06-29,2011-06,Wed,fall,32,97,129
2011-06-30,2011-06,Thu,fall,15,39,54
2011-06-30,2011-06,Thu,fall,13,19,32
2011-06-30,2011-06,Thu,fall,2,6,8
2011-06-30,2011-06,Thu,fall,2,7,9
2011-06-30,2011-06,Thu,fall,2,4,6
2011-06-30,2011-06,Thu,fall,1,24,25
2011-06-30,2011-06,Thu,fall,4,119,123
2011-06-30,2011-06,Thu,fall,29,291,320
2011-06-30,2011-06,Thu,fall,44,511,555
2011-06-30,2011-06,Thu,fall,33,227,260
2011-06-30,2011-06,Thu,fall,35,97,132
2011-06-30,2011-06,Thu,fall,47,122,169
2011-06-30,2011-06,Thu,fall,50,183,233
2011-06-30,2011-06,Thu,fall,70,162,232
2011-06-30,2011-06,Thu,fall,46,117,163
2011-06-30,2011-06,Thu,fall,64,176,240
2011-06-30,2011-06,Thu,fall,63,260,323
2011-06-30,2011-06,Thu,fall,98,496,594
2011-06-30,2011-06,Thu,fall,114,472,586
2011-06-30,2011-06,Thu,fall,89,366,455
2011-06-30,2011-06,Thu,fall,55,285,340
2011-06-30,2011-06,Thu,fall,81,242,323
2011-06-30,2011-06,Thu,fall,43,164,207
2011-06-30,2011-06,Thu,fall,27,99,126
2011-07-01,2011-07,Fri,fall,20,48,68
2011-07-01,2011-07,Fri,fall,15,16,31
2011-07-01,2011-07,Fri,fall,6,7,13
2011-07-01,2011-07,Fri,fall,5,6,11
2011-07-01,2011-07,Fri,fall,1,5,6
2011-07-01,2011-07,Fri,fall,3,27,30
2011-07-01,2011-07,Fri,fall,11,97,108
2011-07-01,2011-07,Fri,fall,25,218,243
2011-07-01,2011-07,Fri,fall,39,453,492
2011-07-01,2011-07,Fri,fall,58,202,260
2011-07-01,2011-07,Fri,fall,61,109,170
2011-07-01,2011-07,Fri,fall,68,146,214
2011-07-01,2011-07,Fri,fall,83,180,263
2011-07-01,2011-07,Fri,fall,83,209,292
2011-07-01,2011-07,Fri,fall,78,225,303
2011-07-01,2011-07,Fri,fall,82,299,381
2011-07-01,2011-07,Fri,fall,85,342,427
2011-07-01,2011-07,Fri,fall,99,362,461
2011-07-01,2011-07,Fri,fall,98,324,422
2011-07-01,2011-07,Fri,fall,80,238,318
2011-07-01,2011-07,Fri,fall,84,185,269
2011-07-01,2011-07,Fri,fall,69,149,218
2011-07-01,2011-07,Fri,fall,49,173,222
2011-07-01,2011-07,Fri,fall,44,96,140
2011-07-02,2011-07,Sat,fall,31,84,115
2011-07-02,2011-07,Sat,fall,20,58,78
2011-07-02,2011-07,Sat,fall,9,43,52
2011-07-02,2011-07,Sat,fall,5,21,26
2011-07-02,2011-07,Sat,fall,3,8,11
2011-07-02,2011-07,Sat,fall,1,13,14
2011-07-02,2011-07,Sat,fall,11,21,32
2011-07-02,2011-07,Sat,fall,10,35,45
2011-07-02,2011-07,Sat,fall,38,94,132
2011-07-02,2011-07,Sat,fall,55,124,179
2011-07-02,2011-07,Sat,fall,103,168,271
2011-07-02,2011-07,Sat,fall,144,213,357
2011-07-02,2011-07,Sat,fall,142,232,374
2011-07-02,2011-07,Sat,fall,178,226,404
2011-07-02,2011-07,Sat,fall,177,215,392
2011-07-02,2011-07,Sat,fall,168,163,331
2011-07-02,2011-07,Sat,fall,206,192,398
2011-07-02,2011-07,Sat,fall,179,170,349
2011-07-02,2011-07,Sat,fall,193,190,383
2011-07-02,2011-07,Sat,fall,156,149,305
2011-07-02,2011-07,Sat,fall,136,148,284
2011-07-02,2011-07,Sat,fall,95,137,232
2011-07-02,2011-07,Sat,fall,78,123,201
2011-07-02,2011-07,Sat,fall,66,88,154
2011-07-03,2011-07,Sun,fall,47,97,144
2011-07-03,2011-07,Sun,fall,23,55,78
2011-07-03,2011-07,Sun,fall,19,50,69
2011-07-03,2011-07,Sun,fall,8,25,33
2011-07-03,2011-07,Sun,fall,3,2,5
2011-07-03,2011-07,Sun,fall,0,1,1
2011-07-03,2011-07,Sun,fall,0,3,3
2011-07-03,2011-07,Sun,fall,3,22,25
2011-07-03,2011-07,Sun,fall,39,53,92
2011-07-03,2011-07,Sun,fall,82,99,181
2011-07-03,2011-07,Sun,fall,131,133,264
2011-07-03,2011-07,Sun,fall,215,175,390
2011-07-03,2011-07,Sun,fall,198,206,404
2011-07-03,2011-07,Sun,fall,248,173,421
2011-07-03,2011-07,Sun,fall,225,150,375
2011-07-03,2011-07,Sun,fall,194,182,376
2011-07-03,2011-07,Sun,fall,195,219,414
2011-07-03,2011-07,Sun,fall,181,177,358
2011-07-03,2011-07,Sun,fall,74,107,181
2011-07-03,2011-07,Sun,fall,100,83,183
2011-07-03,2011-07,Sun,fall,83,93,176
2011-07-03,2011-07,Sun,fall,75,92,167
2011-07-03,2011-07,Sun,fall,69,93,162
2011-07-03,2011-07,Sun,fall,70,77,147
2011-07-04,2011-07,Mon,fall,63,77,140
2011-07-04,2011-07,Mon,fall,43,76,119
2011-07-04,2011-07,Mon,fall,33,30,63
2011-07-04,2011-07,Mon,fall,13,13,26
2011-07-04,2011-07,Mon,fall,8,4,12
2011-07-04,2011-07,Mon,fall,1,3,4
2011-07-04,2011-07,Mon,fall,5,11,16
2011-07-04,2011-07,Mon,fall,17,19,36
2011-07-04,2011-07,Mon,fall,42,44,86
2011-07-04,2011-07,Mon,fall,142,96,238
2011-07-04,2011-07,Mon,fall,166,114,280
2011-07-04,2011-07,Mon,fall,177,172,349
2011-07-04,2011-07,Mon,fall,237,210,447
2011-07-04,2011-07,Mon,fall,242,181,423
2011-07-04,2011-07,Mon,fall,235,173,408
2011-07-04,2011-07,Mon,fall,224,184,408
2011-07-04,2011-07,Mon,fall,236,216,452
2011-07-04,2011-07,Mon,fall,240,196,436
2011-07-04,2011-07,Mon,fall,222,196,418
2011-07-04,2011-07,Mon,fall,170,205,375
2011-07-04,2011-07,Mon,fall,195,191,386
2011-07-04,2011-07,Mon,fall,195,262,457
2011-07-04,2011-07,Mon,fall,115,211,326
2011-07-04,2011-07,Mon,fall,44,94,138
2011-07-05,2011-07,Tue,fall,19,36,55
2011-07-05,2011-07,Tue,fall,15,24,39
2011-07-05,2011-07,Tue,fall,8,5,13
2011-07-05,2011-07,Tue,fall,1,7,8
2011-07-05,2011-07,Tue,fall,1,4,5
2011-07-05,2011-07,Tue,fall,1,19,20
2011-07-05,2011-07,Tue,fall,3,91,94
2011-07-05,2011-07,Tue,fall,22,248,270
2011-07-05,2011-07,Tue,fall,41,391,432
2011-07-05,2011-07,Tue,fall,50,177,227
2011-07-05,2011-07,Tue,fall,55,84,139
2011-07-05,2011-07,Tue,fall,75,97,172
2011-07-05,2011-07,Tue,fall,71,130,201
2011-07-05,2011-07,Tue,fall,67,136,203
2011-07-05,2011-07,Tue,fall,66,112,178
2011-07-05,2011-07,Tue,fall,51,111,162
2011-07-05,2011-07,Tue,fall,79,202,281
2011-07-05,2011-07,Tue,fall,79,466,545
2011-07-05,2011-07,Tue,fall,70,426,496
2011-07-05,2011-07,Tue,fall,71,297,368
2011-07-05,2011-07,Tue,fall,59,225,284
2011-07-05,2011-07,Tue,fall,77,168,245
2011-07-05,2011-07,Tue,fall,31,124,155
2011-07-05,2011-07,Tue,fall,19,54,73
2011-07-06,2011-07,Wed,fall,11,26,37
2011-07-06,2011-07,Wed,fall,4,11,15
2011-07-06,2011-07,Wed,fall,1,4,5
2011-07-06,2011-07,Wed,fall,0,6,6
2011-07-06,2011-07,Wed,fall,0,6,6
2011-07-06,2011-07,Wed,fall,5,30,35
2011-07-06,2011-07,Wed,fall,9,112,121
2011-07-06,2011-07,Wed,fall,24,288,312
2011-07-06,2011-07,Wed,fall,31,397,428
2011-07-06,2011-07,Wed,fall,31,158,189
2011-07-06,2011-07,Wed,fall,13,30,43
2011-07-06,2011-07,Wed,fall,24,103,127
2011-07-06,2011-07,Wed,fall,38,114,152
2011-07-06,2011-07,Wed,fall,33,107,140
2011-07-06,2011-07,Wed,fall,50,113,163
2011-07-06,2011-07,Wed,fall,55,130,185
2011-07-06,2011-07,Wed,fall,57,218,275
2011-07-06,2011-07,Wed,fall,79,517,596
2011-07-06,2011-07,Wed,fall,77,486,563
2011-07-06,2011-07,Wed,fall,71,323,394
2011-07-06,2011-07,Wed,fall,55,257,312
2011-07-06,2011-07,Wed,fall,66,175,241
2011-07-06,2011-07,Wed,fall,30,156,186
2011-07-06,2011-07,Wed,fall,20,78,98
2011-07-07,2011-07,Thu,fall,6,29,35
2011-07-07,2011-07,Thu,fall,2,14,16
2011-07-07,2011-07,Thu,fall,1,7,8
2011-07-07,2011-07,Thu,fall,2,2,4
2011-07-07,2011-07,Thu,fall,0,4,4
2011-07-07,2011-07,Thu,fall,2,30,32
2011-07-07,2011-07,Thu,fall,11,107,118
2011-07-07,2011-07,Thu,fall,13,279,292
2011-07-07,2011-07,Thu,fall,28,415,443
2011-07-07,2011-07,Thu,fall,25,154,179
2011-07-07,2011-07,Thu,fall,29,72,101
2011-07-07,2011-07,Thu,fall,30,112,142
2011-07-07,2011-07,Thu,fall,32,139,171
2011-07-07,2011-07,Thu,fall,48,107,155
2011-07-07,2011-07,Thu,fall,39,121,160
2011-07-07,2011-07,Thu,fall,47,119,166
2011-07-07,2011-07,Thu,fall,47,218,265
2011-07-07,2011-07,Thu,fall,80,489,569
2011-07-07,2011-07,Thu,fall,70,492,562
2011-07-07,2011-07,Thu,fall,79,286,365
2011-07-07,2011-07,Thu,fall,61,224,285
2011-07-07,2011-07,Thu,fall,39,170,209
2011-07-07,2011-07,Thu,fall,32,150,182
2011-07-07,2011-07,Thu,fall,31,98,129
2011-07-08,2011-07,Fri,fall,6,41,47
2011-07-08,2011-07,Fri,fall,9,25,34
2011-07-08,2011-07,Fri,fall,10,12,22
2011-07-08,2011-07,Fri,fall,2,4,6
2011-07-08,2011-07,Fri,fall,7,4,11
2011-07-08,2011-07,Fri,fall,3,24,27
2011-07-08,2011-07,Fri,fall,11,91,102
2011-07-08,2011-07,Fri,fall,30,302,332
2011-07-08,2011-07,Fri,fall,36,421,457
2011-07-08,2011-07,Fri,fall,30,211,241
2011-07-08,2011-07,Fri,fall,30,108,138
2011-07-08,2011-07,Fri,fall,61,104,165
2011-07-08,2011-07,Fri,fall,49,164,213
2011-07-08,2011-07,Fri,fall,54,175,229
2011-07-08,2011-07,Fri,fall,53,163,216
2011-07-08,2011-07,Fri,fall,39,102,141
2011-07-08,2011-07,Fri,fall,27,105,132
2011-07-08,2011-07,Fri,fall,6,161,167
2011-07-08,2011-07,Fri,fall,35,281,316
2011-07-08,2011-07,Fri,fall,45,225,270
2011-07-08,2011-07,Fri,fall,30,220,250
2011-07-08,2011-07,Fri,fall,46,158,204
2011-07-08,2011-07,Fri,fall,33,136,169
2011-07-08,2011-07,Fri,fall,40,111,151
2011-07-09,2011-07,Sat,fall,31,90,121
2011-07-09,2011-07,Sat,fall,5,48,53
2011-07-09,2011-07,Sat,fall,12,43,55
2011-07-09,2011-07,Sat,fall,7,23,30
2011-07-09,2011-07,Sat,fall,2,4,6
2011-07-09,2011-07,Sat,fall,4,11,15
2011-07-09,2011-07,Sat,fall,11,27,38
2011-07-09,2011-07,Sat,fall,21,50,71
2011-07-09,2011-07,Sat,fall,68,114,182
2011-07-09,2011-07,Sat,fall,77,170,247
2011-07-09,2011-07,Sat,fall,87,177,264
2011-07-09,2011-07,Sat,fall,101,189,290
2011-07-09,2011-07,Sat,fall,145,221,366
2011-07-09,2011-07,Sat,fall,167,249,416
2011-07-09,2011-07,Sat,fall,158,215,373
2011-07-09,2011-07,Sat,fall,182,220,402
2011-07-09,2011-07,Sat,fall,171,245,416
2011-07-09,2011-07,Sat,fall,160,241,401
2011-07-09,2011-07,Sat,fall,132,246,378
2011-07-09,2011-07,Sat,fall,128,178,306
2011-07-09,2011-07,Sat,fall,129,185,314
2011-07-09,2011-07,Sat,fall,83,155,238
2011-07-09,2011-07,Sat,fall,60,154,214
2011-07-09,2011-07,Sat,fall,47,93,140
2011-07-10,2011-07,Sun,fall,42,112,154
2011-07-10,2011-07,Sun,fall,19,94,113
2011-07-10,2011-07,Sun,fall,28,68,96
2011-07-10,2011-07,Sun,fall,6,19,25
2011-07-10,2011-07,Sun,fall,0,5,5
2011-07-10,2011-07,Sun,fall,7,10,17
2011-07-10,2011-07,Sun,fall,8,17,25
2011-07-10,2011-07,Sun,fall,27,38,65
2011-07-10,2011-07,Sun,fall,27,65,92
2011-07-10,2011-07,Sun,fall,62,107,169
2011-07-10,2011-07,Sun,fall,95,173,268
2011-07-10,2011-07,Sun,fall,110,177,287
2011-07-10,2011-07,Sun,fall,133,244,377
2011-07-10,2011-07,Sun,fall,139,228,367
2011-07-10,2011-07,Sun,fall,122,227,349
2011-07-10,2011-07,Sun,fall,142,219,361
2011-07-10,2011-07,Sun,fall,128,244,372
2011-07-10,2011-07,Sun,fall,146,217,363
2011-07-10,2011-07,Sun,fall,141,222,363
2011-07-10,2011-07,Sun,fall,120,183,303
2011-07-10,2011-07,Sun,fall,101,167,268
2011-07-10,2011-07,Sun,fall,65,162,227
2011-07-10,2011-07,Sun,fall,56,87,143
2011-07-10,2011-07,Sun,fall,19,53,72
2011-07-11,2011-07,Mon,fall,10,25,35
2011-07-11,2011-07,Mon,fall,5,5,10
2011-07-11,2011-07,Mon,fall,8,4,12
2011-07-11,2011-07,Mon,fall,2,8,10
2011-07-11,2011-07,Mon,fall,0,4,4
2011-07-11,2011-07,Mon,fall,5,21,26
2011-07-11,2011-07,Mon,fall,19,102,121
2011-07-11,2011-07,Mon,fall,28,289,317
2011-07-11,2011-07,Mon,fall,35,385,420
2011-07-11,2011-07,Mon,fall,41,167,208
2011-07-11,2011-07,Mon,fall,44,73,117
2011-07-11,2011-07,Mon,fall,39,89,128
2011-07-11,2011-07,Mon,fall,40,108,148
2011-07-11,2011-07,Mon,fall,22,119,141
2011-07-11,2011-07,Mon,fall,40,94,134
2011-07-11,2011-07,Mon,fall,38,108,146
